processes,vertices,delta,enable_ios,enable_push_pull_pruning,enable_hybridization,hybridization_tau,enable_load_balancing,elapsed_time
24,2097152,20,1,1,1,0.9,0,1.32008
96,262144,20,1,1,1,0.9,0,0.219033
96,1048576,20,1,1,1,0.9,0,0.249395
24,1024,20,1,1,1,0.9,0,0.0139878
24,4096,20,1,1,1,0.9,0,0.0170412
72,1024,20,1,1,1,0.9,0,0.0425243
72,262144,20,1,1,1,0.9,0,0.0832703
48,2048,20,1,1,1,0.9,0,0.0281289
24,1024,20,1,1,1,0.9,0,0.0218322
48,4096,20,1,1,1,0.9,0,0.0322661
72,2048,20,1,1,1,0.9,0,0.0333729
48,131072,20,1,1,1,0.9,0,0.15271
72,4096,20,1,1,1,0.9,0,0.0758936
24,2097152,20,1,1,1,0.9,0,2.61122
24,32768,20,1,1,1,0.9,0,0.0211847
24,262144,20,1,1,1,0.9,0,0.285777
96,8192,20,1,1,1,0.9,0,0.0619793
24,16384,20,1,1,1,0.9,0,0.0453041
72,16384,20,1,1,1,0.9,0,0.040525
96,32768,20,1,1,1,0.9,0,0.0850437
48,2097152,20,1,1,1,0.9,0,0.767026
48,65536,20,1,1,1,0.9,0,0.0342257
48,4096,20,1,1,1,0.9,0,0.0637088
48,1024,20,1,1,1,0.9,0,0.0411725
96,4194304,20,1,1,1,0.9,0,1.07757
24,262144,20,1,1,1,0.9,0,0.136265
96,4096,20,1,1,1,0.9,0,0.0329661
96,65536,20,1,1,1,0.9,0,0.0510039
48,2048,20,1,1,1,0.9,0,0.0438688
96,1024,20,1,1,1,0.9,0,0.0316358
72,4194304,20,1,1,1,0.9,0,3.18695
72,65536,20,1,1,1,0.9,0,0.0981679
48,262144,20,1,1,1,0.9,0,0.250246
96,2048,20,1,1,1,0.9,0,0.0318627
48,65536,20,1,1,1,0.9,0,0.106461
72,2097152,20,1,1,1,0.9,0,1.54817
24,524288,20,1,1,1,0.9,0,0.248349
72,2048,20,1,1,1,0.9,0,0.0502861
72,524288,20,1,1,1,0.9,0,0.396437
24,8192,20,1,1,1,0.9,0,0.035573
72,4096,20,1,1,1,0.9,0,0.0412889
96,2048,20,1,1,1,0.9,0,0.0402687
72,1048576,20,1,1,1,0.9,0,0.758339
72,8192,20,1,1,1,0.9,0,0.0880082
48,16384,20,1,1,1,0.9,0,0.033551
96,16384,20,1,1,1,0.9,0,0.0345857
72,8192,20,1,1,1,0.9,0,0.034344
48,4194304,20,1,1,1,0.9,0,4.03496
96,524288,20,1,1,1,0.9,0,0.3876
96,131072,20,1,1,1,0.9,0,0.0633054
48,2097152,20,1,1,1,0.9,0,2.02889
96,1024,20,1,1,1,0.9,0,0.0281117
72,32768,20,1,1,1,0.9,0,0.0352561
24,1048576,20,1,1,1,0.9,0,1.22613
24,1048576,20,1,1,1,0.9,0,0.573683
48,32768,20,1,1,1,0.9,0,0.087255
48,524288,20,1,1,1,0.9,0,0.17579
48,1048576,20,1,1,1,0.9,0,0.345197
96,1048576,20,1,1,1,0.9,0,0.735506
48,524288,20,1,1,1,0.9,0,0.476125
48,1048576,20,1,1,1,0.9,0,0.960996
72,1048576,20,1,1,1,0.9,0,0.27892
72,262144,20,1,1,1,0.9,0,0.235693
96,16384,20,1,1,1,0.9,0,0.0623925
72,65536,20,1,1,1,0.9,0,0.0437503
24,131072,20,1,1,1,0.9,0,0.170286
96,65536,20,1,1,1,0.9,0,0.102844
24,131072,20,1,1,1,0.9,0,0.0677049
96,2097152,20,1,1,1,0.9,0,0.491412
48,16384,20,1,1,1,0.9,0,0.0543208
24,2048,20,1,1,1,0.9,0,0.0269642
96,524288,20,1,1,1,0.9,0,0.121886
24,16384,20,1,1,1,0.9,0,0.0215259
96,4096,20,1,1,1,0.9,0,0.0548387
72,131072,20,1,1,1,0.9,0,0.0514817
72,2097152,20,1,1,1,0.9,0,0.559004
96,8192,20,1,1,1,0.9,0,0.034169
72,1024,20,1,1,1,0.9,0,0.0317194
24,524288,20,1,1,1,0.9,0,0.61383
48,8192,20,1,1,1,0.9,0,0.0253055
48,32768,20,1,1,1,0.9,0,0.0327637
48,1024,20,1,1,1,0.9,0,0.0265503
72,4194304,20,1,1,1,0.9,0,1.21628
96,262144,20,1,1,1,0.9,0,0.0764575
48,262144,20,1,1,1,0.9,0,0.0879693
72,524288,20,1,1,1,0.9,0,0.138565
48,131072,20,1,1,1,0.9,0,0.0508783
72,131072,20,1,1,1,0.9,0,0.146297
72,32768,20,1,1,1,0.9,0,0.0850558
96,131072,20,1,1,1,0.9,0,0.14234
48,8192,20,1,1,1,0.9,0,0.0614712
24,4194304,20,1,1,1,0.9,0,5.61654
24,65536,20,1,1,1,0.9,0,0.11272
24,2048,20,1,1,1,0.9,0,0.0188954
24,32768,20,1,1,1,0.9,0,0.0677788
96,32768,20,1,1,1,0.9,0,0.0385833
96,2097152,20,1,1,1,0.9,0,1.45833
72,16384,20,1,1,1,0.9,0,0.082341
24,4096,20,1,1,1,0.42,0,0.0186217
96,4194304,20,1,1,1,0.42,0,2.96297
24,4194304,20,1,1,1,0.42,0,3.91819
24,65536,20,1,1,1,0.42,0,0.042536
48,4194304,20,1,1,1,0.42,0,2.35457
24,8192,20,1,1,1,0.42,0,0.0178559
24,2097152,20,1,1,1,0.42,0,1.77633
96,262144,20,1,1,1,0.42,0,0.192115
96,1048576,20,1,1,1,0.42,0,0.342116
24,1024,20,1,1,1,0.42,0,0.0139992
24,4096,20,1,1,1,0.42,0,0.0136366
72,1024,20,1,1,1,0.42,0,0.0256863
72,262144,20,1,1,1,0.42,0,0.0811946
48,2048,20,1,1,1,0.42,0,0.032388
24,1024,20,1,1,1,0.42,0,0.0131054
48,4096,20,1,1,1,0.42,0,0.027658
72,2048,20,1,1,1,0.42,0,0.0375109
48,131072,20,1,1,1,0.42,0,0.122161
72,4096,20,1,1,1,0.42,0,0.0423822
24,2097152,20,1,1,1,0.42,0,2.68731
24,32768,20,1,1,1,0.42,0,0.0266244
24,262144,20,1,1,1,0.42,0,0.317247
96,8192,20,1,1,1,0.42,0,0.0367389
24,16384,20,1,1,1,0.42,0,0.0289321
72,16384,20,1,1,1,0.42,0,0.035784
96,32768,20,1,1,1,0.42,0,0.0546827
48,2097152,20,1,1,1,0.42,0,1.06761
48,65536,20,1,1,1,0.42,0,0.0398805
48,4096,20,1,1,1,0.42,0,0.0316105
48,1024,20,1,1,1,0.42,0,0.0367949
96,4194304,20,1,1,1,0.42,0,1.54065
24,262144,20,1,1,1,0.42,0,0.138047
96,4096,20,1,1,1,0.42,0,0.0296304
96,65536,20,1,1,1,0.42,0,0.0456004
48,2048,20,1,1,1,0.42,0,0.024343
96,1024,20,1,1,1,0.42,0,0.0230153
72,4194304,20,1,1,1,0.42,0,3.22087
72,65536,20,1,1,1,0.42,0,0.0856693
48,262144,20,1,1,1,0.42,0,0.245982
96,2048,20,1,1,1,0.42,0,0.0257323
48,65536,20,1,1,1,0.42,0,0.0738754
72,2097152,20,1,1,1,0.42,0,1.56545
24,524288,20,1,1,1,0.42,0,0.328489
72,2048,20,1,1,1,0.42,0,0.0337276
72,524288,20,1,1,1,0.42,0,0.37047
24,8192,20,1,1,1,0.42,0,0.0208228
72,4096,20,1,1,1,0.42,0,0.0349629
96,2048,20,1,1,1,0.42,0,0.0300486
72,1048576,20,1,1,1,0.42,0,0.745542
72,8192,20,1,1,1,0.42,0,0.038759
48,16384,20,1,1,1,0.42,0,0.0319049
96,16384,20,1,1,1,0.42,0,0.028517
72,8192,20,1,1,1,0.42,0,0.028995
48,4194304,20,1,1,1,0.42,0,4.05294
96,524288,20,1,1,1,0.42,0,0.357545
96,131072,20,1,1,1,0.42,0,0.0639973
48,2097152,20,1,1,1,0.42,0,1.98395
96,1024,20,1,1,1,0.42,0,0.0238738
72,32768,20,1,1,1,0.42,0,0.0355644
24,1048576,20,1,1,1,0.42,0,1.25559
24,1048576,20,1,1,1,0.42,0,0.748323
48,32768,20,1,1,1,0.42,0,0.0478845
48,524288,20,1,1,1,0.42,0,0.215454
48,1048576,20,1,1,1,0.42,0,0.475482
96,1048576,20,1,1,1,0.42,0,0.704143
48,524288,20,1,1,1,0.42,0,0.486601
48,1048576,20,1,1,1,0.42,0,0.91083
72,1048576,20,1,1,1,0.42,0,0.392972
72,262144,20,1,1,1,0.42,0,0.206774
96,16384,20,1,1,1,0.42,0,0.0414934
72,65536,20,1,1,1,0.42,0,0.0457344
24,131072,20,1,1,1,0.42,0,0.148955
96,65536,20,1,1,1,0.42,0,0.0733058
24,131072,20,1,1,1,0.42,0,0.0776167
96,2097152,20,1,1,1,0.42,0,0.700992
48,16384,20,1,1,1,0.42,0,0.034905
24,2048,20,1,1,1,0.42,0,0.0174081
96,524288,20,1,1,1,0.42,0,0.176114
24,16384,20,1,1,1,0.42,0,0.0188563
96,4096,20,1,1,1,0.42,0,0.0348918
72,131072,20,1,1,1,0.42,0,0.0588055
72,2097152,20,1,1,1,0.42,0,0.857008
96,8192,20,1,1,1,0.42,0,0.0299704
72,1024,20,1,1,1,0.42,0,0.0258048
24,524288,20,1,1,1,0.42,0,0.613183
48,8192,20,1,1,1,0.42,0,0.0286045
48,32768,20,1,1,1,0.42,0,0.0326824
48,1024,20,1,1,1,0.42,0,0.0286751
72,4194304,20,1,1,1,0.42,0,1.82205
96,262144,20,1,1,1,0.42,0,0.0788941
48,262144,20,1,1,1,0.42,0,0.0921764
72,524288,20,1,1,1,0.42,0,0.174924
48,131072,20,1,1,1,0.42,0,0.058399
72,131072,20,1,1,1,0.42,0,0.111774
72,32768,20,1,1,1,0.42,0,0.0479536
96,131072,20,1,1,1,0.42,0,0.108653
48,8192,20,1,1,1,0.42,0,0.0298307
24,4194304,20,1,1,1,0.42,0,5.6269
24,65536,20,1,1,1,0.42,0,0.075177
24,2048,20,1,1,1,0.42,0,0.0146568
24,32768,20,1,1,1,0.42,0,0.0407536
96,32768,20,1,1,1,0.42,0,0.034395
96,2097152,20,1,1,1,0.42,0,1.47544
72,16384,20,1,1,1,0.42,0,0.0334179
24,4096,25,1,1,0,0.4,0,0.0330863
96,4194304,25,1,1,0,0.4,0,3.24372
24,4194304,25,1,1,0,0.4,0,3.53326
24,65536,25,1,1,0,0.4,0,0.0446422
48,4194304,25,1,1,0,0.4,0,2.24983
24,8192,25,1,1,0,0.4,0,0.0259745
24,2097152,25,1,1,0,0.4,0,1.6152
96,262144,25,1,1,0,0.4,0,0.232831
96,1048576,25,1,1,0,0.4,0,0.295147
24,1024,25,1,1,0,0.4,0,0.0154815
24,4096,25,1,1,0,0.4,0,0.0185952
72,1024,25,1,1,0,0.4,0,0.0386534
72,262144,25,1,1,0,0.4,0,0.101385
48,2048,25,1,1,0,0.4,0,0.0318453
24,1024,25,1,1,0,0.4,0,0.0195928
48,4096,25,1,1,0,0.4,0,0.0343909
72,2048,25,1,1,0,0.4,0,0.037919
48,131072,25,1,1,0,0.4,0,0.158041
72,4096,25,1,1,0,0.4,0,0.0632863
24,2097152,25,1,1,0,0.4,0,2.85684
24,32768,25,1,1,0,0.4,0,0.0300612
24,262144,25,1,1,0,0.4,0,0.319328
96,8192,25,1,1,0,0.4,0,0.0499403
24,16384,25,1,1,0,0.4,0,0.0425704
72,16384,25,1,1,0,0.4,0,0.0436337
96,32768,25,1,1,0,0.4,0,0.0860167
48,2097152,25,1,1,0,0.4,0,0.930964
48,65536,25,1,1,0,0.4,0,0.0462534
48,4096,25,1,1,0,0.4,0,0.0575063
48,1024,25,1,1,0,0.4,0,0.0330937
96,4194304,25,1,1,0,0.4,0,1.30882
24,262144,25,1,1,0,0.4,0,0.130956
96,4096,25,1,1,0,0.4,0,0.0337274
96,65536,25,1,1,0,0.4,0,0.0488033
48,2048,25,1,1,0,0.4,0,0.0370307
96,1024,25,1,1,0,0.4,0,0.030575
72,4194304,25,1,1,0,0.4,0,3.38879
72,65536,25,1,1,0,0.4,0,0.111126
48,262144,25,1,1,0,0.4,0,0.297059
96,2048,25,1,1,0,0.4,0,0.0326221
48,65536,25,1,1,0,0.4,0,0.100638
72,2097152,25,1,1,0,0.4,0,1.72635
24,524288,25,1,1,0,0.4,0,0.269895
72,2048,25,1,1,0,0.4,0,0.0618985
72,524288,25,1,1,0,0.4,0,0.44231
24,8192,25,1,1,0,0.4,0,0.0340366
72,4096,25,1,1,0,0.4,0,0.0390534
96,2048,25,1,1,0,0.4,0,0.0362933
72,1048576,25,1,1,0,0.4,0,0.813862
72,8192,25,1,1,0,0.4,0,0.0647502
48,16384,25,1,1,0,0.4,0,0.038449
96,16384,25,1,1,0,0.4,0,0.0403538
72,8192,25,1,1,0,0.4,0,0.0399525
48,4194304,25,1,1,0,0.4,0,4.33721
96,524288,25,1,1,0,0.4,0,0.414275
96,131072,25,1,1,0,0.4,0,0.0734091
48,2097152,25,1,1,0,0.4,0,2.15486
96,1024,25,1,1,0,0.4,0,0.0278997
72,32768,25,1,1,0,0.4,0,0.0539901
24,1048576,25,1,1,0,0.4,0,1.31256
24,1048576,25,1,1,0,0.4,0,0.678539
48,32768,25,1,1,0,0.4,0,0.0747702
48,524288,25,1,1,0,0.4,0,0.216753
48,1048576,25,1,1,0,0.4,0,0.402473
96,1048576,25,1,1,0,0.4,0,0.790095
48,524288,25,1,1,0,0.4,0,0.541311
48,1048576,25,1,1,0,0.4,0,1.03459
72,1048576,25,1,1,0,0.4,0,0.339199
72,262144,25,1,1,0,0.4,0,0.233263
96,16384,25,1,1,0,0.4,0,0.0585675
72,65536,25,1,1,0,0.4,0,0.0571363
24,131072,25,1,1,0,0.4,0,0.178398
96,65536,25,1,1,0,0.4,0,0.102127
24,131072,25,1,1,0,0.4,0,0.0899916
96,2097152,25,1,1,0,0.4,0,0.601218
48,16384,25,1,1,0,0.4,0,0.0540662
24,2048,25,1,1,0,0.4,0,0.0276442
96,524288,25,1,1,0,0.4,0,0.146363
24,16384,25,1,1,0,0.4,0,0.0231884
96,4096,25,1,1,0,0.4,0,0.0490477
72,131072,25,1,1,0,0.4,0,0.0678961
72,2097152,25,1,1,0,0.4,0,0.707314
96,8192,25,1,1,0,0.4,0,0.032547
72,1024,25,1,1,0,0.4,0,0.0352054
24,524288,25,1,1,0,0.4,0,0.66209
48,8192,25,1,1,0,0.4,0,0.0319982
48,32768,25,1,1,0,0.4,0,0.0395489
48,1024,25,1,1,0,0.4,0,0.0321369
72,4194304,25,1,1,0,0.4,0,1.49319
96,262144,25,1,1,0,0.4,0,0.0923369
48,262144,25,1,1,0,0.4,0,0.102418
72,524288,25,1,1,0,0.4,0,0.162624
48,131072,25,1,1,0,0.4,0,0.0730312
72,131072,25,1,1,0,0.4,0,0.145257
72,32768,25,1,1,0,0.4,0,0.0756161
96,131072,25,1,1,0,0.4,0,0.147881
48,8192,25,1,1,0,0.4,0,0.0547731
24,4194304,25,1,1,0,0.4,0,5.9668
24,65536,25,1,1,0,0.4,0,0.102755
24,2048,25,1,1,0,0.4,0,0.0178206
24,32768,25,1,1,0,0.4,0,0.0676174
96,32768,25,1,1,0,0.4,0,0.0392075
96,2097152,25,1,1,0,0.4,0,1.62706
72,16384,25,1,1,0,0.4,0,0.0590651
